"YR","DOY","HR","Time.id","USTAR_1","WS_1","W_SIGMA_1","MO_LENGTH_1","WD_1","z0d","hc","zm_1"
2011,5,13.5,2011.012466,0.57,1.775,-9999,-115.683193182195,80.348,-9999,-9999,32
2011,5,14,2011.012523,0.337,1.152,-9999,-28.7851352053265,65.04,-9999,-9999,32
2011,5,14.5,2011.01258,0.546,1.469,-9999,-102.926858539528,60.051,-9999,-9999,32
2011,5,15,2011.012637,0.42,1.922,-9999,-62.0304325503195,30.497,-9999,-9999,32
2011,5,15.5,2011.012694,0.219,1.466,-9999,-13.0458597274319,82.78,-9999,-9999,32
2011,5,16,2011.01275,0.455,1.726,-9999,-85.2977344629815,64.557,-9999,-9999,32
2011,5,16.5,2011.012807,0.38,2.113,-9999,-136.53127924781,41.45,-9999,-9999,32
2011,5,17,2011.012864,0.425,1.351,-9999,-669.54507984277,44.556,-9999,-9999,32
2011,5,17.5,2011.012921,0.219,1.056,-9999,87.050042264288,60.835,-9999,-9999,32
2011,5,18,2011.012978,0.151,1.027,-9999,49.2825560111555,36.177,-9999,-9999,32
2011,5,18.5,2011.013035,0.098,0.878,-9999,32.113306896059,45.78,-9999,-9999,32
2011,5,19,2011.013092,0.051,0.766,-9999,10.6364305187126,16.967,-9999,-9999,32
2011,5,19.5,2011.013149,0.089,1.112,-9999,21.6746655887858,19.59,-9999,-9999,32
2011,5,20,2011.013206,0.151,1.259,-9999,38.3360644383051,24.247,-9999,-9999,32
2011,5,20.5,2011.013263,0.142,1.011,-9999,50.887289698763,14.367,-9999,-9999,32
2011,5,21,2011.01332,0.107,1.132,-9999,23.9256132542208,357.38,-9999,-9999,32
2011,5,21.5,2011.013377,0.134,1.147,-9999,43.5069411560774,358.113,-9999,-9999,32
2011,5,22,2011.013434,0.092,1.025,-9999,32.5158669461048,349.742,-9999,-9999,32
2011,5,22.5,2011.01349,0.068,1.016,-9999,12.1799207927485,0.606,-9999,-9999,32
2011,5,23,2011.013547,0.16,1.169,-9999,54.3360473165084,9.804,-9999,-9999,32
2011,5,23.5,2011.013604,0.099,0.971,-9999,39.6865778933338,20.304,-9999,-9999,32
2011,5,24,2011.013661,0.181,0.928,-9999,89.8523787860946,6.486,-9999,-9999,32
2011,6,0.5,2011.013718,0.121,1.223,-9999,30.446059907757,344.941,-9999,-9999,32
2011,6,1,2011.013775,0.172,1.175,-9999,107.408055533681,346.727,-9999,-9999,32
2011,6,1.5,2011.013832,0.231,1.405,-9999,173.370519174926,340.541,-9999,-9999,32
2011,6,2,2011.013889,0.238,1.612,-9999,169.829486525562,330.528,-9999,-9999,32
2011,6,2.5,2011.013946,0.199,1.406,-9999,99.4626804009563,338.449,-9999,-9999,32
2011,6,3,2011.014003,0.228,1.492,-9999,211.388311150869,332.368,-9999,-9999,32
2011,6,3.5,2011.01406,0.241,1.594,-9999,156.121046427927,344.402,-9999,-9999,32
2011,6,4,2011.014117,0.25,1.812,-9999,261.740958870612,358.673,-9999,-9999,32
2011,6,4.5,2011.014173,0.35,1.827,-9999,335.25071121973,10.731,-9999,-9999,32
2011,6,5,2011.01423,0.385,2.072,-9999,300.002156270535,19.988,-9999,-9999,32
2011,6,5.5,2011.014287,0.376,1.85,-9999,873.894236737351,28.983,-9999,-9999,32
2011,6,6,2011.014344,0.34,2.006,-9999,215.195222790004,29.528,-9999,-9999,32
2011,6,6.5,2011.014401,0.403,1.992,-9999,489.299602033323,35.747,-9999,-9999,32
